carat,cut,color,clarity,depth,table,x,y,z,price_predicted
1.0,Very Good,F,VS2,61.6,56.0,6.42,6.47,3.97,6130.04
0.7,Very Good,F,VVS1,63.0,60.0,5.59,5.62,3.53,4151.99
0.38,Premium,F,VS1,60.9,58.0,4.71,4.68,2.86,1256.43
0.39,Good,G,VS2,63.7,53.0,4.62,4.67,2.96,697.13
0.83,Good,H,SI2,63.9,56.0,5.99,5.93,3.81,2089.97
0.9,Very Good,F,VVS2,61.0,63.0,6.13,6.09,3.73,5847.85
0.7,Fair,H,SI1,65.5,57.0,5.59,5.55,3.65,1316.67
0.42,Premium,F,VVS2,61.7,59.0,4.78,4.82,2.96,1929.13
1.23,Premium,F,VS2,60.8,59.0,6.9,6.94,4.21,8241.98
0.32,Ideal,F,VS2,61.2,56.0,4.41,4.44,2.71,687.86
1.08,Premium,G,VS1,61.5,61.0,6.62,6.55,4.05,6842.31
0.43,Premium,G,SI1,62.6,59.0,4.8,4.82,3.01,467.02
1.5,Very Good,G,VVS2,60.9,56.0,7.34,7.37,4.48,11336.93
0.38,Good,D,VVS1,61.3,61.0,4.68,4.72,2.88,1701.75
0.73,Good,E,SI1,63.2,58.0,5.7,5.76,3.62,2989.25
1.01,Very Good,H,SI1,61.9,57.0,6.36,6.41,3.95,4957.32
0.4,Premium,F,VS1,62.5,59.0,4.69,4.66,2.92,1370.17
1.57,Ideal,J,VVS2,61.4,57.0,7.45,7.5,4.59,10169.12
1.29,Ideal,J,VS2,60.9,58.0,7.05,7.0,4.28,6752.05
0.25,Very Good,F,VVS2,62.4,55.0,4.03,4.06,2.52,809.36
0.34,Ideal,E,VS2,62.5,55.0,4.45,4.48,2.79,879.08
0.39,Premium,F,SI1,60.1,59.0,4.77,4.74,2.86,423.79
0.41,Ideal,F,VVS1,61.9,56.0,4.79,4.77,2.96,2001.55
0.53,Ideal,E,VS2,62.8,55.0,5.21,5.17,3.26,2211.95
1.25,Premium,G,VS1,61.8,58.0,6.94,6.91,4.28,8483.93
0.71,Premium,F,VS1,61.1,58.0,5.76,5.72,3.51,3874.15
0.36,Ideal,E,VS2,62.6,56.0,4.56,4.52,2.84,958.55
0.51,Very Good,E,VVS2,61.3,55.0,5.14,5.16,3.16,2729.53
0.5,Ideal,D,VVS2,60.4,54.0,5.23,5.17,3.14,2928.42
0.91,Premium,D,SI1,63.0,59.0,6.15,6.11,3.86,4935.03
0.32,Premium,G,VS1,61.4,58.0,4.4,4.36,2.69,659.83
1.11,Ideal,J,SI2,62.6,54.0,6.61,6.64,4.15,3599.81
2.16,Premium,J,SI1,60.5,59.0,8.41,8.35,5.07,14481.42
1.19,Premium,E,VS1,59.8,58.0,7.01,6.94,4.17,8147.63
0.35,Ideal,E,VS1,61.9,56.0,4.53,4.55,2.81,1231.7
0.54,Very Good,F,VS1,61.6,59.0,5.26,5.2,3.22,2378.93
0.34,Ideal,F,VS2,60.7,56.0,4.56,4.53,2.76,791.42
1.27,Premium,J,SI2,60.4,58.0,7.04,7.0,4.24,4931.68
0.47,Ideal,H,IF,62.4,57.0,4.97,5.0,3.11,2063.42
1.22,Premium,H,VS1,58.9,59.0,7.02,6.96,4.12,7743.08
1.76,Ideal,I,SI2,61.2,55.0,7.79,7.76,4.76,10685.56
0.53,Very Good,G,SI1,63.4,54.0,5.09,5.13,3.24,1329.26
0.35,Premium,D,VS2,59.7,58.0,4.61,4.57,2.74,1068.77
1.5,Good,H,SI2,63.6,60.0,7.3,7.23,4.63,8204.51
2.04,Premium,G,SI2,60.3,59.0,8.23,8.3,4.98,14260.5
0.31,Ideal,H,VVS1,62.3,53.0,4.35,4.38,2.72,681.25
0.55,Premium,D,VVS1,60.3,59.0,5.34,5.3,3.21,3240.35
0.7,Ideal,G,SI1,61.9,58.0,5.66,5.69,3.51,2765.23
0.52,Premium,F,SI1,59.5,59.0,5.24,5.31,3.14,1441.35
0.32,Ideal,G,VS2,60.3,57.0,4.46,4.43,2.68,462.21
0.29,Very Good,G,VVS1,62.0,58.0,4.19,4.23,2.61,892.69
1.21,Ideal,I,VVS1,61.6,55.0,6.88,6.8,4.21,7703.74
1.27,Ideal,F,VS2,62.8,56.0,6.9,6.86,4.32,8709.23
0.37,Very Good,D,SI1,61.0,62.0,4.61,4.64,2.82,463.48
1.01,Premium,F,SI1,60.6,58.0,6.54,6.49,3.95,5571.0
0.76,Ideal,F,VS2,61.0,55.0,5.89,5.92,3.6,4151.94
0.59,Ideal,E,SI1,62.9,57.0,5.36,5.33,3.36,2072.33
1.8,Good,I,SI2,63.2,58.0,7.66,7.75,4.87,10795.73
0.75,Ideal,F,SI2,62.1,55.0,5.83,5.87,3.63,2462.2
1.07,Ideal,D,IF,60.9,54.0,6.66,6.73,4.08,8227.27
0.4,Premium,D,VS2,59.1,57.0,4.87,4.81,2.86,1428.54
0.28,Good,J,VVS2,58.4,60.0,4.27,4.33,2.51,-1217.44
0.71,Very Good,E,VS2,62.9,57.0,5.68,5.7,3.58,3582.93
0.6,Ideal,I,SI2,62.2,54.0,5.4,5.44,3.37,38.98
1.05,Ideal,F,VVS2,62.1,54.0,6.55,6.52,4.06,7371.66
0.33,Ideal,E,VVS1,61.5,56.0,4.49,4.46,2.75,1506.72
0.71,Ideal,E,VS2,62.0,57.0,5.71,5.74,3.55,3724.71
1.01,Premium,F,SI1,62.8,59.0,6.4,6.36,4.01,5541.87
0.33,Premium,I,VS1,61.6,60.0,4.42,4.45,2.73,-301.37
0.9,Very Good,F,VS2,64.2,59.0,6.07,6.11,3.91,5113.17
0.74,Ideal,F,VS1,62.3,57.0,5.79,5.77,3.6,4200.15
1.04,Premium,G,I1,62.2,58.0,6.46,6.41,4.0,2024.71
0.51,Ideal,D,VS2,62.4,55.0,5.12,5.14,3.2,2312.59
0.58,Very Good,H,SI1,63.3,56.0,5.34,5.31,3.37,1098.36
1.02,Very Good,D,SI2,63.4,59.0,6.41,6.37,4.05,4877.86
0.41,Ideal,I,VS2,62.0,57.0,4.74,4.77,2.95,83.68
0.43,Ideal,I,VVS2,62.6,57.0,4.79,4.82,3.01,899.44
1.13,Ideal,E,VS2,61.4,58.0,6.71,6.74,4.13,7438.69
0.39,Fair,E,SI1,65.6,60.0,4.5,4.56,2.97,-361.18
1.0,Premium,J,SI2,62.7,58.0,6.32,6.28,3.95,2477.87
0.56,Good,E,VS2,62.3,63.0,5.22,5.27,3.27,2105.83
1.15,Premium,G,SI1,63.0,59.0,6.68,6.63,4.19,6608.2
0.81,Ideal,H,IF,61.6,58.0,5.98,6.01,3.69,4877.18
1.27,Premium,J,VVS1,60.1,58.0,7.06,6.99,4.22,7236.79
0.73,Ideal,G,VS2,61.6,56.0,5.8,5.83,3.58,3632.02
0.31,Ideal,G,VVS1,60.8,56.0,4.36,4.39,2.66,1185.28
0.68,Very Good,G,IF,62.7,56.0,5.56,5.6,3.5,4202.58
0.51,Good,D,VS2,60.1,65.0,5.14,5.17,3.1,1927.99
1.2,Very Good,I,VS1,63.1,58.0,6.7,6.62,4.2,7055.55
0.4,Very Good,H,VS1,63.4,58.0,4.74,4.66,2.98,545.7
1.54,Fair,I,SI2,64.6,56.0,7.3,7.26,4.7,7641.6
0.77,Very Good,E,SI2,60.4,58.0,5.91,5.95,3.58,2598.85
0.44,Very Good,E,SI1,62.2,60.0,4.79,4.86,3.0,830.27
0.92,Premium,G,SI2,58.4,58.0,6.4,6.34,3.73,3678.58
1.01,Premium,E,SI1,59.5,60.0,6.54,6.46,3.87,5663.2
0.82,Fair,F,SI1,64.9,58.0,5.83,5.79,3.77,3135.49
0.41,Ideal,G,VS1,61.7,57.0,4.81,4.78,2.96,1327.97
0.44,Very Good,F,VVS1,62.1,60.0,4.84,4.92,3.03,2059.02
0.56,Ideal,D,SI2,62.2,55.0,5.29,5.32,3.3,1148.15
0.26,Very Good,E,VVS2,61.7,61.0,4.08,4.12,2.53,831.48
0.39,Ideal,G,IF,61.6,56.0,4.69,4.73,2.9,2022.29
0.7,Fair,I,I1,68.6,57.0,5.46,5.34,3.71,-2904.31
1.2,Premium,G,SI2,62.6,61.0,6.73,6.68,4.2,6133.84
2.0,Very Good,H,SI2,61.0,57.0,8.02,8.18,4.94,13500.98
0.54,Very Good,I,VS2,62.3,56.0,5.17,5.22,3.24,995.8
0.54,Ideal,D,VS2,61.1,56.0,5.29,5.25,3.22,2536.47
1.6,Very Good,I,VS1,62.3,59.0,7.46,7.51,4.66,10806.25
0.37,Ideal,E,VS1,61.4,55.0,4.62,4.66,2.85,1422.58
1.09,Ideal,G,VVS2,61.8,56.0,6.58,6.62,4.08,7551.58
0.71,Ideal,G,VS1,61.5,56.0,5.74,5.78,3.54,3783.92
1.0,Premium,D,SI1,59.2,62.0,6.54,6.49,3.86,5725.3
0.33,Ideal,E,VS2,61.5,57.0,4.41,4.47,2.73,823.39
1.2,Very Good,I,VS1,62.6,59.0,6.69,6.73,4.2,7073.14
1.21,Premium,G,VS1,62.7,58.0,6.76,6.85,4.27,8157.58
0.42,Ideal,E,VVS2,62.3,55.0,4.81,4.76,2.98,2103.43
0.31,Good,G,VS1,63.2,56.0,4.28,4.29,2.71,414.12
1.01,Premium,D,VVS2,62.4,58.0,6.44,6.39,4.0,7112.92
0.99,Fair,J,I1,73.6,60.0,6.01,5.8,4.35,-1527.12
1.07,Premium,H,VS2,60.6,60.0,6.66,6.63,4.03,5974.75
0.92,Premium,F,SI2,61.8,58.0,6.19,6.23,3.84,3875.17
1.04,Very Good,G,VVS2,62.8,54.0,6.39,6.5,4.05,7055.53
0.3,Premium,G,VVS1,62.6,58.0,4.27,4.29,2.68,920.42
0.62,Very Good,D,VVS2,58.1,63.0,5.59,5.66,3.27,3719.18
0.7,Ideal,F,SI2,62.1,57.0,5.65,5.69,3.52,2034.1
1.0,Premium,G,SI2,60.7,59.0,6.45,6.41,3.9,4348.35
1.03,Ideal,G,SI1,60.8,57.0,6.52,6.47,3.95,5694.9
0.71,Ideal,G,VVS1,61.1,57.0,5.76,5.8,3.53,4196.21
0.3,Ideal,H,VVS1,62.5,53.8,4.31,4.33,2.69,576.72
0.4,Good,I,VS1,63.8,55.0,4.69,4.65,2.98,0.3
0.5,Good,E,VS2,64.1,58.0,5.03,5.01,3.22,1634.26
0.26,Very Good,E,VVS2,62.9,56.0,4.07,4.1,2.57,889.83
0.33,Very Good,G,VS2,62.1,56.0,4.41,4.44,2.75,419.23
0.4,Ideal,D,VVS2,62.2,55.0,4.74,4.72,2.94,2163.25
0.53,Very Good,E,SI1,63.0,55.0,5.14,5.18,3.25,1555.87
0.7,Very Good,F,SI1,62.3,57.0,5.65,5.69,3.53,2870.69
0.36,Ideal,E,VS2,61.9,56.0,4.55,4.56,2.82,1015.35
0.48,Premium,E,SI2,62.9,60.0,4.93,4.9,3.09,165.64
0.72,Ideal,D,SI1,60.5,56.0,5.79,5.84,3.52,3484.49
0.51,Very Good,F,VS2,58.6,58.0,5.22,5.29,3.08,1999.89
0.26,Ideal,G,VS1,62.5,53.0,4.1,4.13,2.57,423.22
1.0,Good,F,I1,64.2,59.0,6.26,6.3,4.03,1640.39
0.26,Ideal,F,IF,62.0,56.0,4.07,4.1,2.53,1383.21
0.32,Ideal,G,VVS1,60.2,56.0,4.45,4.49,2.69,1244.56
0.79,Premium,G,VS1,61.3,59.0,5.97,5.91,3.64,4310.76
1.07,Ideal,H,VS2,62.1,57.0,6.53,6.49,4.04,6159.63
0.9,Premium,D,SI2,58.1,60.0,6.26,6.24,3.63,4051.3
2.35,Premium,J,VS1,60.7,60.0,8.64,8.6,5.23,17258.24
1.11,Ideal,I,VS1,63.0,56.0,6.61,6.57,4.15,6303.39
0.36,Good,E,VVS1,58.2,56.0,4.68,4.74,2.74,1605.8
0.3,Good,F,VVS1,61.1,61.0,4.29,4.32,2.63,943.86
0.53,Ideal,G,VS1,61.8,55.0,5.17,5.22,3.21,2351.25
0.79,Premium,J,SI1,58.8,62.0,6.03,6.01,3.54,1533.29
0.33,Premium,D,SI2,61.6,59.0,4.42,4.41,2.72,-677.29
1.36,Premium,I,VS1,62.0,59.0,7.1,7.06,4.39,8531.66
1.03,Very Good,H,SI2,60.9,57.0,6.5,6.58,3.98,4142.44
0.42,Premium,G,VVS1,59.8,58.0,4.88,4.85,2.91,1827.63
0.32,Ideal,H,VVS1,61.6,54.0,4.42,4.45,2.73,742.56
0.56,Ideal,E,VS1,61.8,56.0,5.28,5.33,3.28,2826.95
0.34,Premium,G,VVS1,59.0,62.0,4.6,4.56,2.7,1167.55
0.5,Very Good,D,VS1,59.8,58.0,5.12,5.14,3.07,2493.8
3.11,Fair,J,I1,65.9,57.0,9.15,9.02,5.98,19723.53
0.56,Ideal,D,VS2,60.9,56.0,5.35,5.32,3.25,2713.06
0.3,Ideal,E,VVS1,60.6,57.0,4.33,4.35,2.63,1368.91
0.37,Ideal,E,VS1,61.6,54.7,4.61,4.63,2.85,1427.32
0.53,Ideal,G,VS2,61.6,56.0,5.24,5.19,3.21,1958.68
1.6,Very Good,D,SI2,60.6,58.0,7.55,7.61,4.59,10452.33
0.31,Ideal,D,SI1,62.1,56.0,4.33,4.37,2.7,270.18
1.54,Very Good,J,VS1,63.5,57.0,7.27,7.37,4.65,9387.97
0.33,Very Good,G,VVS2,62.8,57.0,4.39,4.47,2.78,1049.69
0.31,Good,H,VS2,63.5,57.0,4.32,4.34,2.75,-472.58
0.71,Premium,G,SI1,58.5,58.0,5.87,5.82,3.42,2815.55
1.01,Premium,F,SI2,61.1,57.0,6.48,6.44,3.95,4662.69
0.3,Ideal,F,VVS1,61.9,58.0,4.26,4.3,2.65,1260.48
1.31,Ideal,H,VS1,62.5,56.0,6.95,7.03,4.37,8736.63
0.71,Ideal,I,VS2,61.6,57.0,5.7,5.62,3.49,2497.53
0.41,Ideal,D,SI1,61.6,55.0,4.8,4.78,2.95,968.82
1.0,Premium,F,VS1,62.6,58.0,6.37,6.4,4.0,6409.85
1.07,Ideal,D,VS1,61.8,57.0,6.55,6.58,4.06,7441.07
0.52,Premium,G,VS1,62.6,59.0,5.08,5.11,3.19,2101.94
1.05,Ideal,G,VS2,62.8,57.0,6.49,6.45,4.06,6418.88
0.33,Ideal,D,VVS2,61.7,55.0,4.46,4.49,2.76,1697.94
1.5,Very Good,F,SI2,62.3,60.0,7.29,7.34,4.56,9152.31
0.41,Ideal,H,SI2,61.7,56.0,4.8,4.77,2.95,-1000.05
0.71,Very Good,F,VS1,62.9,55.0,5.68,5.71,3.58,3874.13
0.5,Good,D,SI1,63.8,60.0,5.0,5.03,3.2,1237.65
1.01,Very Good,D,VS2,63.1,60.0,6.39,6.35,4.02,6345.45
1.71,Good,H,VS2,63.7,58.0,7.57,7.54,4.81,11902.96
0.4,Ideal,F,VVS1,62.2,56.0,4.71,4.74,2.94,1951.46
0.32,Very Good,G,VS1,61.7,55.0,4.37,4.41,2.71,708.84
0.5,Very Good,E,SI1,60.7,61.0,5.09,5.12,3.1,1270.43
1.02,Fair,F,SI2,65.5,59.0,6.27,6.24,4.1,3905.12
1.05,Very Good,G,SI2,62.5,60.0,6.45,6.5,4.05,4725.7
1.36,Premium,E,VVS2,59.8,59.0,7.12,7.2,4.38,10294.96
0.51,Ideal,E,SI1,62.3,56.0,5.15,5.12,3.2,1454.08
1.2,Premium,H,SI2,62.4,57.0,6.83,6.75,4.24,5655.09
0.72,Ideal,F,VS1,62.0,56.0,5.76,5.73,3.56,4051.67
0.49,Very Good,F,VVS1,62.2,56.0,5.04,5.08,3.14,2511.35
0.36,Premium,H,SI1,61.3,57.0,4.65,4.61,2.84,-518.73
0.7,Premium,D,SI1,62.1,62.0,5.63,5.58,3.48,3090.63
0.9,Premium,E,SI2,59.5,61.0,6.3,6.24,3.73,3683.35
0.32,Premium,G,VVS1,58.1,59.0,4.53,4.49,2.62,1151.74
2.0,Very Good,G,SI2,63.5,55.0,8.03,7.93,5.07,13863.5
0.9,Good,F,SI2,63.3,57.0,6.08,6.14,3.87,3499.8
1.18,Ideal,E,SI2,60.9,57.0,6.86,6.89,4.19,6341.37
0.36,Ideal,E,VS1,61.8,56.0,4.55,4.58,2.82,1330.39
0.37,Ideal,F,VVS2,60.0,59.0,4.64,4.66,2.79,1698.87
0.3,Ideal,F,SI1,62.4,56.0,4.27,4.32,2.68,-75.04
0.36,Premium,F,VS2,60.5,60.0,4.55,4.61,2.77,863.77
0.8,Premium,J,SI2,60.2,59.0,6.07,5.95,3.62,625.04
1.51,Ideal,H,SI1,61.9,57.0,7.37,7.32,4.55,9661.85
0.62,Very Good,F,VS2,59.8,58.0,5.55,5.59,3.33,2817.46
0.71,Premium,H,SI1,62.4,59.0,5.65,5.6,3.51,2264.89
0.32,Good,G,VS1,57.0,62.0,4.51,4.54,2.58,548.97
1.02,Ideal,G,VS2,62.8,57.0,6.36,6.45,4.02,6214.53
0.41,Premium,H,VS1,62.0,56.0,4.78,4.74,2.95,800.02
1.14,Ideal,G,VS2,62.0,55.0,6.68,6.77,4.17,7340.97
0.52,Premium,G,SI1,60.6,61.0,5.19,5.17,3.14,1160.06
1.0,Good,H,SI1,62.7,60.0,6.24,6.3,3.93,4688.46
0.56,Very Good,E,SI1,60.2,57.0,5.36,5.4,3.24,1802.52
0.32,Premium,G,SI1,61.0,61.0,4.41,4.38,2.68,-311.7
0.37,Ideal,D,VVS2,61.6,54.0,4.61,4.64,2.85,2025.38
0.9,Good,G,SI1,63.2,59.0,6.05,6.1,3.84,4240.29
1.01,Ideal,G,SI1,61.1,58.0,6.43,6.49,3.95,5515.87
1.03,Ideal,J,SI1,62.3,57.0,6.48,6.43,4.02,3739.07
0.78,Premium,G,SI2,60.6,58.0,6.02,5.99,3.64,2344.97
0.33,Ideal,G,VS1,61.6,57.0,4.46,4.49,2.75,796.16
0.33,Ideal,H,VVS2,61.3,56.0,4.43,4.47,2.73,755.83
1.09,Ideal,H,SI1,61.9,57.0,6.63,6.58,4.09,5692.07
0.5,Good,J,SI1,63.3,60.0,4.97,4.99,3.15,-1076.58
1.01,Ideal,J,VS2,61.3,56.0,6.46,6.5,3.97,4229.43
1.0,Very Good,E,VVS2,63.5,55.0,6.36,6.31,4.02,6841.3
0.59,Premium,E,SI2,60.8,56.0,5.43,5.4,3.29,1130.07
0.7,Very Good,H,SI2,59.9,57.0,5.74,5.77,3.45,1276.82
0.31,Premium,I,SI1,61.3,58.0,4.34,4.37,2.67,-1283.59
0.39,Premium,E,VS2,62.5,60.0,4.64,4.67,2.91,1043.21
0.85,Ideal,E,SI1,61.8,54.0,6.1,6.14,3.78,4386.4
0.73,Ideal,I,VVS2,62.3,55.0,5.76,5.77,3.59,3346.5
1.09,Ideal,J,SI1,60.7,58.0,6.64,6.68,4.04,4331.9
0.4,Ideal,D,SI2,61.3,56.0,4.72,4.77,2.91,-29.25
0.4,Very Good,E,SI1,61.7,60.0,4.68,4.72,2.9,527.17
0.22,Fair,E,VS2,65.1,61.0,3.87,3.78,2.49,-1010.83
0.31,Premium,E,VS2,60.3,58.0,4.42,4.37,2.65,568.85
1.19,Ideal,J,SI2,61.7,56.0,6.8,6.85,4.21,4314.75
1.06,Fair,I,I1,64.5,57.0,6.47,6.33,4.13,382.44
0.61,Very Good,E,VS1,59.6,63.0,5.44,5.57,3.28,3080.76
0.82,Ideal,H,VVS2,61.4,56.0,6.01,6.05,3.71,4633.77
1.01,Fair,G,I1,64.5,56.0,6.32,6.26,4.06,987.42
0.32,Ideal,E,VS2,61.4,56.0,4.4,4.43,2.71,753.52
0.5,Premium,D,SI2,62.2,58.0,5.08,5.14,3.18,538.48
1.01,Premium,F,SI1,59.1,56.0,6.65,6.52,3.89,5610.36
1.0,Very Good,F,SI2,62.7,58.0,6.3,6.36,3.97,4564.19
0.31,Ideal,D,SI1,62.9,56.0,4.34,4.31,2.72,206.8
0.35,Ideal,E,VS2,62.4,57.0,4.52,4.55,2.83,874.43
0.7,Ideal,H,VS2,61.2,57.0,5.73,5.77,3.52,2876.7
1.08,Ideal,G,SI2,62.2,56.0,6.56,6.59,4.09,5185.14
1.21,Premium,D,VVS1,60.1,59.0,6.96,6.88,4.16,9017.33
1.06,Premium,H,SI1,62.8,58.0,6.49,6.47,4.07,5338.32
0.28,Ideal,I,VS2,62.4,56.0,4.19,4.22,2.62,-811.45
0.5,Good,F,VS2,63.3,57.0,5.02,5.06,3.19,1655.12
1.01,Premium,D,SI1,61.6,58.0,6.47,6.42,3.97,5850.81
0.42,Fair,D,SI1,64.7,61.0,4.7,4.73,3.05,9.88
1.53,Ideal,F,SI1,61.6,56.0,7.34,7.39,4.54,10663.76
0.57,Premium,E,VS2,63.0,59.0,5.29,5.25,3.32,2390.09
0.41,Premium,D,VVS2,61.9,59.0,4.78,4.75,2.95,2078.02
2.24,Ideal,F,SI2,60.3,59.0,8.47,8.5,5.12,16551.21
0.41,Good,E,SI2,63.8,57.0,4.75,4.68,3.01,-608.32
0.5,Very Good,G,SI1,62.4,52.0,5.1,5.15,3.2,1098.53
0.23,Very Good,F,VS2,59.1,59.0,4.02,4.07,2.39,29.38
1.11,Very Good,F,SI1,60.1,61.0,6.64,6.74,4.06,6511.66
1.2,Ideal,E,SI2,61.3,56.0,6.85,6.88,4.21,6576.02
1.14,Premium,F,VVS1,59.4,59.0,6.87,6.8,4.06,8093.79
0.9,Ideal,G,SI2,62.5,56.0,6.15,6.2,3.86,3560.09
1.22,Premium,G,VS1,62.2,59.0,6.82,6.87,4.26,8216.71
0.7,Premium,F,VS1,61.7,60.0,5.67,5.64,3.49,3763.3
1.07,Premium,I,SI1,58.4,60.0,6.78,6.68,3.93,4900.17
0.51,Very Good,E,SI2,63.3,56.0,5.12,5.08,3.23,343.42
0.3,Premium,E,SI1,62.5,60.0,4.24,4.27,2.66,-158.33
1.12,Premium,G,SI2,61.2,58.0,6.69,6.67,4.09,5444.19
0.3,Premium,F,VS2,61.5,60.0,4.26,4.29,2.63,421.81
0.4,Premium,D,SI1,61.6,58.0,4.73,4.69,2.9,778.17
0.9,Premium,I,SI1,63.0,58.0,6.09,6.01,3.81,3439.05
0.3,Ideal,H,VS1,61.6,57.0,4.3,4.33,2.66,133.09
0.74,Premium,F,SI2,61.4,57.0,5.82,5.8,3.57,2282.04
0.41,Very Good,J,VS2,63.4,56.0,4.73,4.7,2.99,-993.72
0.52,Premium,E,SI1,61.6,58.0,5.17,5.12,3.17,1468.11
0.54,Ideal,D,VVS2,61.4,52.0,5.3,5.34,3.26,3290.25
0.9,Very Good,H,SI2,61.2,57.0,6.21,6.27,3.82,2956.76
0.7,Good,I,VS1,61.1,61.0,5.65,5.7,3.47,2413.17
0.34,Very Good,H,VS2,62.4,60.0,4.41,4.44,2.76,-81.11
0.7,Ideal,F,VS2,61.9,55.0,5.7,5.74,3.54,3611.66
1.02,Very Good,G,VS2,63.0,57.0,6.37,6.39,4.02,6078.72
1.0,Good,F,SI2,63.8,58.0,6.28,6.33,4.02,4360.86
0.31,Ideal,I,SI2,61.0,56.0,4.39,4.43,2.69,-2152.72
1.23,Premium,G,VS1,62.2,58.0,6.78,6.74,4.27,8395.07
0.7,Very Good,E,SI1,59.4,63.0,5.79,5.73,3.42,2836.39
0.54,Ideal,D,VS2,61.1,57.0,5.25,5.22,3.2,2552.38
0.38,Ideal,H,SI1,61.5,56.0,4.67,4.69,2.88,-228.05
0.9,Fair,E,SI2,65.0,58.0,6.08,6.04,3.94,2876.99
1.0,Ideal,D,SI2,61.5,56.0,6.45,6.41,3.95,4928.59
0.29,Very Good,G,VS2,61.9,55.0,4.25,4.28,2.64,173.56
2.01,Premium,E,SI1,60.4,61.0,8.05,7.98,4.84,15292.14
1.32,Premium,F,SI2,60.6,60.0,7.1,7.05,4.29,7473.43
0.72,Premium,F,VS2,61.5,58.0,5.73,5.69,3.51,3683.02
0.31,Premium,H,VS2,62.4,59.0,4.34,4.31,2.7,-282.47
1.51,Fair,J,SI2,65.1,59.0,7.13,7.09,4.63,6461.52
0.24,Ideal,H,IF,62.1,57.0,4.0,4.04,2.5,498.07
0.79,Ideal,E,VS2,59.3,57.0,6.02,6.06,3.58,4487.4
0.73,Premium,F,VS2,62.7,58.0,5.76,5.7,3.59,3683.81
0.9,Very Good,D,VS1,58.9,59.0,6.22,6.31,3.69,5898.52
0.51,Premium,F,VVS2,61.9,56.0,5.17,5.13,3.19,2602.58
0.29,Ideal,G,VVS2,60.7,54.0,4.33,4.37,2.64,990.82
0.68,Good,F,SI1,58.1,60.0,5.8,5.91,3.4,2545.1
0.51,Ideal,D,VS2,61.1,56.0,5.16,5.2,3.17,2332.34
1.55,Ideal,I,VS2,61.8,55.0,7.4,7.44,4.58,10245.04
1.51,Very Good,H,SI2,60.8,58.0,7.4,7.51,4.53,8604.16
2.01,Ideal,I,SI1,62.9,57.0,8.05,7.98,5.04,14031.92
1.04,Very Good,G,VVS1,58.2,60.0,6.66,6.71,3.89,6991.4
0.98,Fair,G,SI1,64.4,56.0,6.33,6.24,4.03,4297.31
0.25,Very Good,E,VVS1,62.9,58.0,4.01,4.03,2.53,846.14
0.42,Ideal,H,VS1,61.2,57.0,4.87,4.8,2.96,921.49
1.1,Very Good,G,VVS1,60.4,57.0,6.7,6.77,4.07,7554.1
0.41,Very Good,D,VS1,62.8,57.0,4.73,4.76,2.98,1708.21
1.02,Premium,F,VS2,62.7,59.0,6.41,6.44,4.03,6253.13
0.61,Very Good,H,VVS2,60.5,57.0,5.52,5.54,3.35,2696.89
0.4,Ideal,J,VS1,61.3,56.0,4.77,4.79,2.93,-586.96
0.34,Ideal,D,VS1,60.9,56.0,4.56,4.51,2.76,1361.43
0.4,Ideal,E,SI2,61.0,58.0,4.76,4.78,2.91,-307.84
0.41,Ideal,G,VVS2,61.7,55.0,4.81,4.85,2.98,1752.58
0.3,Ideal,H,SI1,62.4,55.0,4.3,4.32,2.69,-780.13
0.31,Ideal,E,VS1,62.0,55.0,4.35,4.38,2.7,986.85
0.46,Very Good,E,VS2,62.2,58.0,4.95,4.99,3.09,1543.35
0.4,Ideal,G,IF,62.2,55.0,4.73,4.76,2.95,2078.91
0.3,Ideal,E,VS2,61.5,55.0,4.3,4.34,2.66,650.61
1.09,Ideal,F,SI2,61.2,57.0,6.6,6.64,4.05,5507.5
0.71,Very Good,E,SI1,63.1,58.0,5.65,5.69,3.58,2972.27
0.97,Ideal,G,SI2,61.6,56.0,6.31,6.39,3.91,4244.32
1.02,Very Good,E,IF,61.7,60.0,6.38,6.52,3.98,7427.62
0.42,Premium,D,SI2,60.0,61.0,4.89,4.85,2.92,-94.5
0.33,Ideal,I,IF,61.8,55.0,4.46,4.47,2.76,608.98
0.36,Ideal,E,VS1,61.7,56.0,4.58,4.56,2.82,1306.22
1.72,Ideal,H,SI1,62.2,57.0,7.65,7.55,4.72,11721.0
0.37,Ideal,H,VVS1,62.0,53.0,4.63,4.66,2.88,1086.82
0.71,Ideal,D,VS2,61.2,55.0,5.74,5.78,3.53,4004.57
0.51,Very Good,I,SI1,63.5,60.0,5.03,5.05,3.2,17.79
0.3,Ideal,E,VS2,62.1,55.0,4.28,4.32,2.67,631.44
0.71,Very Good,E,VS2,63.7,58.0,5.6,5.64,3.58,3586.59
0.3,Ideal,E,VS1,61.6,55.0,4.34,4.36,2.68,910.99
0.97,Good,F,SI1,60.1,65.0,6.46,6.36,3.85,4869.95
1.27,Ideal,I,SI2,62.1,56.0,6.92,6.96,4.31,5973.3
1.57,Ideal,I,VS2,61.5,56.0,7.56,7.49,4.63,10299.6
1.0,Premium,G,VS1,62.4,59.0,6.35,6.4,3.98,6209.64
0.42,Ideal,D,VVS2,62.5,57.0,4.8,4.77,2.99,2255.13
0.7,Fair,G,SI1,61.7,66.0,5.7,5.58,3.48,1719.53
