,Unnamed: 0,indice,nome,ingredientes,modo de preparo,rendimento,tempo_de_preparo_min,sites,categorias,tempo_de_cozimento_min,tempo_de_espera_min
1396,1396,1396,fondue-de-pizza-aka-pizza-chuchada-no-queijo-com-pao-de-alho-bigode-na-cozinha,"150 gramas de queijo mucarela, 2 dentes de alho, 3 ou 4 xicaras de farinha de trigo, 2 tabletes de fermento biologico, noz moscada a gosto, oregano a gosto, 150 gramas de queijo prato, 1 colher de sopa de farinha de trigo, 1 e 1/2 xicara de vinho branco, 150 gramas de queijo emmental, pimenta branca a gosto, 20 gramas de queijo gorgonzola, 2 colheres de sopa de azeite, sal a gosto, 120 gramas de manteiga, 1 e 1/4 xicara de agua morna, 1 colher de sopa de acucar","['Antes do vinho ferver, acrescente pouco a pouco a mistura de queijos, sempre mexendo com fouet devagar.', 'Em uma tigela, coloque o fermento, o acucar e o azeite. Misture bem.', 'Encorpore tres xicaras de farinha peneirada na tigela. Misture com a mao e, se a massa ainda nao estiver no ponto, coloque a ultima xicara aos poucos e continue mexendo ate que formar uma bolinha.', 'Pincele o que sobrou da pasta de alho por cima de toda a massa e, depois, acrescente o oregano.', 'Para finalizar, coloque o fondue de queijo no centro da ""pizza"" com a ajuda de uma concha.', 'Acrescente a agua morna na mistura.', 'DICA: nao cubra toda a forma com a massa. Faca um circulo menor e centralize-o na forma.', 'Coloque o vinho em uma panela e deixe aquecer um pouco.', 'Desligue a panela e acrescente uma pitada de noz moscada, pimenta branca e sal a gosto.', 'DICA: se a sua manteiga for sem sal, nao esqueca de coloca-lo na mistura antes de amassar.', 'Com a massa pronta, abra a parte menor (1/3) em uma forma redonda para fazer a base da pizza.', 'Descasque os dentes de alho e esprema-os em um recipiente.', 'Acrescente a manteiga cortada em cubinhos e amasse com um garfo.', 'Distribua os rolinhos de pao de alho na borda da forma de pizza.', 'Coloque a massa no forno a 180oC ate dourar.', 'Cubra a massa com um pano e deixe descansar por 20 minutos.', 'Faca um rolinho e separe a massa em duas partes: 1/3 e 2/3.', 'Faca uma bolinha com cada uma das partes, cubra com plastico filme e deixe na geladeira por 24 horas.', 'Faca um rolinho com a outra parte da massa (2/3) e divida-o em 20 partes iguais.', 'Abra cada deles e coloque um pouco da pasta de alho dentro. Feche cada rolinho em forma cilindrica.', 'DICA: para saber se o fermento esta bom e so quebra-lo com a mao. Se ele esfarelar, esta bom; se ele grudar na sua mao, pode jogar fora.', 'DICA: para pincelar a pastinha, aqueca o que sobrou dela em uma panela.', 'Depois que todo o queijo derreter, acrescente a farinha para dar liga.']",5 pessoas,60.0,https://www.daninoce.com.br/receitas/fondue-de-pizza-aka-pizza-chuchada-no-queijo-com-pao-de-alho-bigode-na-cozinha/,petiscos-salgados,40.0,1440.0
1397,1397,1397,trufa-vegana-no-copinho-funcional,"45g de acucar demerara, 20g de cacau em po, 300g de abacate, 150g de chocolate amargo sem leite na composicao (60% de cacau ou mais), framboesa e nibs de cacau para finalizar (opcional)","['Se quiser, utilize um saco de confeitar para colocar nos copinhos. Finalize com pedacinhos de framboesa e cacau nibs.', 'Adicione todos os ingredientes em um processador ou liquidificador e bata ate obter uma textura homogenea.', 'Derreta o chocolate em banho maria e misture o acucar enquanto ele ainda estiver quente, para ajudar a derreter os cristais.']",8 pessoas,15.0,https://www.daninoce.com.br/receitas/trufa-vegana-no-copinho-funcional/,extras,0.0,5.0
1398,1398,1398,brownie-fit-de-feijao-sem-glutenlactose-e-vegano,"1 colher de cha de bicarbonato de sodio, 2 colheres de cha de extrato de baunilha*, 1 colher de sobremesa de vinagre de maca, 1 xicara e meia de feijao preto cozido e sem tempero (drenado), 1 xicara de acucar mascavo, 2 colheres de sopa de cacau em po 100%, 1/2 xicara de aveia em flocos finos, 1 xicara de chocolate amargo picado ou em gotas, 4 colheres de sopa de oleo de coco, 1 pitada de sal","['DICA: assim que se formar uma casquinha por cima do brownie e voce espetar um palito e ele sair meio umido, e hora de tirar do forno. Se o brownie ficar la por muito tempo, vai ficar ressecado - e nao e isso que nos queremos ;D', 'Asse o brownie em forno preaquecido a 200@C por 15 a 20 minutos.', 'Cozinhe o feijao preto apenas com agua ate que esteja macio. Depois de frio, escorra a agua do cozimento e lave bem para ficar apenas com os graos.', 'No processador, bata o feijao com o acucar, a aveia, o oleo de coco, o sal, o extrato de baunilha e o cacau em po.', 'Por fim, adicione o chocolate picado e misture com uma espatula.', 'Despeje a massa em uma forma de 25 x 15 cm, untada e polvilhada com cacau em po.', 'Quando a mistura estiver homogenea, acrescente o bicarbonato de sodio e o vinagre de maca. Bata ate incorporar.', 'Aproveite essa maravilha saudavel!']",6 pessoas,15.0,https://www.daninoce.com.br/receitas/brownie-fit-de-feijao-sem-glutenlactose-e-vegano/,extras,15.0,30.0
1399,1399,1399,smoothie-chocolatudo-vegano-e-sem-lactose,"200 gramas de mirtilo congelado, 500 ml de leite de amendoas, 1 colher de sopa de cacau em po 100%, 2 bananas","['No dia seguinte, jogue fora essa agua, coloque as amendoas no liquidificador junto com 1 litro de agua filtrada morna e bata bem.', 'Bata todos os ingredientes no liquidificador e sirva ainda gelado.', 'Para fazer seu proprio leite de amendoas, coloque 200 gramas de amendoas em uma jarra com 500 ml de agua filtrada e deixe na geladeira por 24 horas.', 'Coe com a ajuda de um pano e utilize o leite. A sobra das amendoas batidas sao maravilhosas quando usadas para fazer bolo, pois deixam o bolo ainda mais umido e fofinho.']",2 pessoas,5.0,https://www.daninoce.com.br/receitas/smoothie-chocolatudo-vegano-e-sem-lactose/,chocolate,0.0,0.0
1400,1400,1400,mousse-de-chocolate-vegana,"1/2 abacate, 2 colheres de sopa de cacau em po, 2 bananas","['Bata todos os ingredientes no liquidificador ou no processador ate que obtenha a consistencia de uma mousse.', 'Despeje em potinhos e sirva!']",4 pessoas,5.0,https://www.daninoce.com.br/receitas/mousse-de-chocolate-vegana/,chocolate,0.0,0.0
1401,1401,1401,mousse-de-maracuja-vegana," 3/4  de xicara (cha) de suco de maracuja natural concentrado e coado, 200 gramas de chocolate amargo,  3/4  de xicara (cha) de leite condensado de soja, 1 caixa de 200g de creme de soja","['Com o auxilio de um pincel, passe uma fina e uniforme camada de chocolate nas forminhas de silicone ou papel, e leve ao freezer por cerca de 30 minutos. Se tiver uma forma de cupcakes, coloque as forminhas dentro dela para ficarem mais certinhas.', 'Em um liquidificador, bata o condensado de soja, o creme de soja e o suco de maracuja ate obter uma mistura homogenea.', 'Para o preparo do suco, usei 2 polpas de maracujas de tamanho medio, mais  1/4  de xicara de agua. Bati ate ficar uniforme e coei.', 'Distribua esta mistura nas casquinhas de chocolate e leve a geladeira (nao mais ao freezer) ate a mousse ficar firme.', 'Retire a forma do freezer e pincele mais uma camada de chocolate, procurando cobrir lugares onde esta faltando chocolate. Volte novamente ao freezer por mais 30 minutos.', 'Retire mais uma vez e se necessario passe a terceira camada. E importante que as casquinhas tenham pelo menos 1mm de espessura para nao quebrarem quando retiradas das forminhas.', 'Se quiser, decore a mousse com sementinhas de maracuja.', 'Primeiramente, derreta o chocolate em banho-maria ou no microondas.', 'Faca a temperagem do chocolate conforme citado no texto acima.', 'Caso as casquinhas estiverem sem falhas, retire-as cuidadosamente das forminhas. No inicio, voce pode ate ter certa dificuldade de remover as casquinhas de chocolate do papel, mas depois saem com muita facilidade.', 'Volte as casquinhas de chocolate na forma de cupcakes e leve ao freezer novamente. Enquanto isso prepare a mousse.']",12 pessoas,50.0,https://www.daninoce.com.br/receitas/mousse-de-maracuja-vegana/,sobremesas-veganas-e-vegetarianas,0.0,240.0
1402,1402,1402,bolo-de-cereja-e-uvas-passas-vegano,"1 colher de cha de fermento em po,  1/2  xicara de cha de margarina vegetal sem sal, 2 colheres de cha de sementes de chia, 1 colher de cha de anis estrelado em po, 1/2 colher de cha de sal, 1 xicara de cha de uvas passas, 1 e 1/4 xicaras de cha de leite de soja, 4 colheres de cha de cafe soluvel, 2 xicaras de cha de farinha de trigo peneirada, 1/2 colher de cha de bicarbonato de sodio, 2 colheres de sopa de cacau em po, 1 xicara de cha de cerejas ao marrasquino, 1 colher de cha de canela em po, 1/2 colher de cha de noz moscada ralada,  1/4  de xicara de cha de vinho tinto seco, 1 colher de cha de essencia de baunilha, 1 e  1/2  xicara de cha de acucar cristal","['Primeiramente bata a chia no liquidificador ate dar uma leve triturada, coloque em um potinho e acrescente 6 colheres de sopa de agua, deixe descansando por 15 minutos. Caso quiser usar linhaca ou farinha de linhaca na mesma quantidade, tambem pode.', 'Coloque as uvas passas em uma xicara e adicione o vinho, e deixe descansando ate a hora de usa-las.', 'Em outra vasilha, misture a margarina e o acucar, ate virar uma pasta uniforme. Em seguida acrescente a mistura de chia, a baunilha, e o leite com cacau e cafe, e misture bem.', 'Junte os ingredientes liquidos desta vasilha com os ingredientes secos, misturando bem.', 'Unte uma forma e polvilhe com cacau. Coloque a massa e leve para assar por cerca de uma hora, ou ate espetar com o palito ou uma faca e ele sair limpo. Esta pronto!', 'Em uma vasilha, peneire a farinha de trigo, o bicarbonato de sodio, o fermento em po, o sal, a canela em po, o anis em po e a noz moscada ralada.', 'Pique as cerejas ao meio e escorra as uvas passas. Acrescente-as a massa e misture novamente.', 'Pre-aqueca o forno a 220oC', 'Esquente o leite de soja e acrescente o cafe soluvel e o cacau em po, reserve.']",8 pessoas,25.0,https://www.daninoce.com.br/receitas/bolo-de-cereja-e-uvas-passas-vegano/,bolo,60.0,0.0
1403,1403,1403,panqueca-americana-vegan,"1 pitada de sal, 2 colheres (cha) de fermento quimico em po, 2 colheres (sopa) de acucar demerara ou cristal, 2 colheres (sopa) de oleo vegetal, 1 e 1/2 xicara (cha) de farinha de trigo branca, 1 colher (sopa) de vinagre branco, 1 xicara (cha) de leite de soja","['Em uma frigideira media, coloque um fio de oleo, ou um pouquinho de margarina vegetal, e acrescente uma camada de massa com cerca de 0,5 cm. Deixe fritando, e quando a panqueca ficar bem douradinha, vire para fritar do outro lado.', 'Adicione o fermento em po e misture para se espalhar pela massa.', 'Adicione o leite de soja, o oleo, o vinagre, e misture bem, com um fouet ou garfo.', 'Em uma vasilha, peneire a farinha o acucar e o sal, em seguida misture.', 'Sirva com o que preferir! Eu usei glucose de milho, leite de coco, rodelas de bananas, fatias de morangos e castanhas!', 'Repita o processo com o restante da massa. A quantidade de panquecas dependera do tamanho de sua frigideira.']",2 pessoas,5.0,https://www.daninoce.com.br/receitas/panqueca-americana-vegan/,panqueca-crepe,10.0,0.0
1404,1404,1404,brownie-vegan,"1/4 xicara (cha) de agua fervente, 6 colheres (sopa) de agua, 1/4 de colher (cha) de sal, 1 xicara (cha) de farinha de trigo branca,  1/2  xicara (cha) de acucar mascavo, 1 colher (sopa) de cafe soluvel em po, 1/2 xicara (cha) de chocolate meio amargo sem lactose picado, 1 colher (sopa) de vinagre branco, ou suco de limao, 2 colheres (sopa) de sementes de linhaca, 2 colheres (cha) de essencia de baunilha, 1/4 de colher (cha) de bicarbonato de sodio, 3/4 de xicara (cha) de farinha de trigo integral, 1/2 xicara (cha) de acucar cristal ou demerara, 1/2 xicara (cha) de oleo vegetal, 1/2 xicara (cha) de cacau em po soluvel","['Primeiramente, bata a linhaca no liquidificador ate triturar bem. Acrescente as 6 colheres de agua e deixe descansando por pelo menos 15 minutos.', 'Espere esfriar um pouco, retire o brownie com o papel manteiga da assadeira e espere esfriar por completo para cortar. Polvilhe acucar de confeiteiro se gostar. Esta pronto!', 'Pre-aqueca o forno a 180oC e forre uma forma pequena com papel manteiga. Para facilitar, unte com um pouco de oleo e em seguida coloque o papel, para fixar bem.', 'Em uma vasilha grande, coloque a farinha de trigo branca e a integral, adicione o bicarbonato de sodio, misture e reserve.', 'Em outra vasilha (menor), coloque o cacau em po, o chocolate picado, o cafe e o sal, e adicione a agua fervente. Misture tudo ate o chocolate derreter e virar uma pasta.', 'Junte esta mistura do chocolate na vasilha da farinha, e adicione o acucar cristal e o mascavo, o oleo vegetal, as sementes de linhaca, a baunilha, o vinagre e misture.', 'Ferva a agua e pique o chocolate em pedacos com cerca de 1cm.', 'Despeje a massa na forma com papel manteiga e leve ao forno por 35 minutos, ou ate espetar um palito e sair um pouco de massa, levemente umido.']",4 pessoas,25.0,https://www.daninoce.com.br/receitas/brownie-vegan/,extras,35.0,120.0
1405,1405,1405,bolo-double-chocolate-vegano,"1 colher (sopa) de vinagre branco, 1 barra de 160g de chocolate amargo ou meio amargo sem lactose, picado ou em gotas, 1 xicara (cha) de acucar demerara, 1/2 xicara (cha) de oleo vegetal, 2 colheres (cha) de fermento em po, 3 colheres (sopa) de sementes de linhaca, 1/3 xicara (cha) de cacau em po soluvel, 1/2 xicara (cha) de agua, 3/4 xicara (cha) de leite de soja, 1 e 1/2 xicara (cha) de farinha de trigo, 1 pitada de sal","['Acrescente o fermento e misture ate ficar homogeneo.', 'Unte uma forma com oleo e polvilhe cacau em po. Despeje a massa sobre a forma.', 'Espere esfriar para desenformar. Esta pronto!!', 'Adicione os.pedacos de chocolate e misture para incorporar a massa.', 'Em uma vasilha, coloque a farinha, o acucar, o cacau, as sementes de linhaca ja hidratadas, o oleo, o leite de soja, a pitada de sal e o vinagre, e misture bem.', 'Pre-aqueca o forno a 200oC.', 'Asse por cerca de 40 minutos ou ate espetar um palito e ele sair limpo.', 'Em um liquidificador, triture as sementes de linhaca ate virar um po. Caso quiser usar a mesma quantidade de farinha de linhaca tambem pode. Coloque estas linhacas trituradas em um potinho, e deixe de molho com a agua por pelo menos 15 minutos.']",8 pessoas,25.0,https://www.daninoce.com.br/receitas/bolo-double-chocolate-vegano/,chocolate,40.0,30.0
1406,1406,1406,pretzel-vegano," 3 colheres de sopa de margarina vegetal,  1 pacotinho de 10g de fermento biologico seco, 1 colher de sopa de sementes de chia, confeitos, coco ralado, acucar com canela, granulado., 1/2 colher de cha de sal, 2 colheres de sopa de margarina vegetal em temperatura ambiente, 1 xicara de cha de agua morna, 3 e 1/2 xicaras de cha de farinha de trigo, 1 colher de sopa de suco de limao, 2 colheres de sopa de acucar cristal, 2 colheres de sopa de acucar","['Deixe a massa descansando, com um pano seco por cima, por 15 minutos.', 'Derreta a margarina com o acucar, ate dar uma leve encorpada e desligue.', 'Primeiramente bata a chia no liquidificador ate dar uma leve triturada, coloque em um potinho e acrescente 3 colheres de sopa de agua, deixe descansando por 15 minutos.', 'Modele os pretzels como preferir. Pesquisei alguns modelos na internet, mas o modelo da receita da Fran estava mais bonito. Acomode-os em uma assadeira untada e enfarinhada, com cerca de 2 dedos de distancia entre eles, e leve-os para assar por cerca de 20 ou 30 minutos, ou ate dourar em baixo.', 'Com os pretzels ainda quentes, pincele esta mistura sobre os eles e cubra com o que preferir. Eu usei coco ralado com canela.', 'Pre-aqueca o forno a 220oC.', 'Em uma superficie limpa e levemente enfarinhada, faca cordoes compridos e nao muito grossos com a massa. Fiz cordoes com cerca de 1,5 cm de espessura por 50cm.', 'Misture o fermento na agua morna, acrescente a chia hidratada, a margarina, o acucar, o sal e va colocando a farinha aos poucos ate que a massa fique macia e que grude levemente nos dedos. Evite colocar muita farinha, pois pode correr o risco da massa ficar muito seca, e assim ter dificuldade na hora de fazer os cordoes.']",6 pessoas,25.0,https://www.daninoce.com.br/receitas/pretzel-vegano/,sobremesas-veganas-e-vegetarianas,30.0,15.0
1407,1407,1407,bolo-de-banana-vegano," 3/4  de xicara (cha) de leite de soja, 1 xicara (cha) de farinha de trigo integral, 1 xicara (cha) de acucar cristal, 1 xicara (cha) de farinha de trigo branca, 1 pitada de sal, 1 colher (sopa) de fermento quimico em po, 1/2 de xicara (cha) de oleo vegetal, 1 xicara (cha) de banana nanica madura amassada, 1 colher (sopa) de vinagre branco, 1 colher (cha) de canela em po","['Em uma vasilha, coloque a farinha de trigo branca, a integral, o acucar, a canela, a pitada de sal e misture com uma colher.', 'Adicione o fermento em po e misture novamente.', 'Adicione o oleo, o leite de soja, a banana e o vinagre branco e misture ate virar uma massa homogenea.', 'Pre-aqueca o forno a 210oC, unte a assadeira com um fio de oleo e polvilhe farinha de rosca.', 'Coloque esta mistura na assadeira e asse por cerca de 40 minutos ou ate espetar o bolo com um garfo e ele sair limpo.', 'Se gostar, polvilhe acucar de confeiteiro e canela em po. Esta pronto!']",6 pessoas,10.0,https://www.daninoce.com.br/receitas/bolo-de-banana-vegano/,bolo,40.0,0.0
1408,1408,1408,bolo-de-laranja-vegano,"3/4 de xicara (cha) de acucar cristal ou demerara, 1 xicara (cha) de farinha de trigo branca, 1 e  1/2  colher (cha) de fermento quimico em po, 2 colheres (cha) de raspas de laranja,  1/2  xicara (cha) de farinha de trigo integral, 1 xicara (cha) de suco de laranja sem sementes,  1/4  de xicara (cha) de oleo vegetal","['Se quiser, polvilhe acucar de confeiteiro e salpique raspas de laranja para decorar. Esta pronto!', 'Coloque esta mistura na assadeira e asse por cerca de 40 minutos ou ate o bolo ficar douradinho.', 'Adicione o fermento em po e misture com a colher, ou bata rapidamente para o fermento se espalhar pela massa.', 'Em um liquidificador, coloque o oleo, o suco e as raspas de laranja, o acucar, a farinha de trigo branca e a integral e bata tudo ate obter uma mistura uniforme. Se estiver dificil de bater, desligue, mexa com uma colher e volte a bater.', 'Pre-aqueca o forno a 230oC, unte a assadeira e polvilhe farinha sobre ela, reserve.']",6 pessoas,10.0,https://www.daninoce.com.br/receitas/bolo-de-laranja-vegano/,bolo,40.0,0.0
1409,1409,1409,biomassa-de-banana-verde,"agua suficiente para cobrir a panela de pressao, 5 bananas verdes","['Quando a panela esfriar, abra e jogue a agua fora, descasque as bananas e jogue fora as cascas.', 'Coloque em um pote hermeticamente fechado e guarde por ate uma semana na geladeira.', 'Ferva de 50 a 100 ml de agua e adicione aos poucos enquanto voce processa as bananas, apenas para chegar na consistencia desejada.', 'Retire as polpas das bananas e coloque dentro de um processador ou liquidificador.', 'Ajeite as bananas dentro de uma panela de pressao e cubra as bananas com agua fervente. Leve ao fogo.', 'Lave cada uma das bananas com uma esponja e detergente.', ' Destaque uma banana da outra, mas sem deixar abrir a casca e nem retirar a ponta. Ou seja, toda a parte interna da banana tem que continuar completamente envolta pela casca.']",500 gramas,30.0,https://www.daninoce.com.br/receitas/biomassa-de-banana-verde/,sobremesas-veganas-e-vegetarianas,10.0,20.0
1410,1410,1410,massa-para-cupcake-de-banana-vegano,"1/2 colher (cha) de sal, 3/4 xicara (cha) de margarina vegetal, 1 xicara (cha) de acucar cristal,  1/2  colher (cha) de canela em po, brigadeiro de pacoca, 1 colher (sopa) de suco de limao, 1/2 xicara (cha) de aveia em flocos, 2 colheres (cha) de fermento em po,  1/4  xicara (cha) de leite de soja ou de amendoas, 1 e  1/2  xicara (cha) de farinha de trigo peneirada, 1 e  1/2  xicara (cha) de banana nanica madura bem amassada","['Pre-aqueca o forno a 210oC e coloque as forminhas de cupcake na forma.', 'Em uma vasilha coloque a margarina e o acucar, e misture bem ate virar uma pasta uniforme.', 'Adicione o suco de limao, a aveia em flocos e a farinha de trigo e misture novamente.', 'Acrescente a canela em po, a banana amassada, o leite vegetal e misture bem, ate ficar uniforme.', 'Asse por cerca de 25 minutos ou ate voce espetar um palito e ele sair limpo.', 'Prepare o brigadeiro de pacoca enquanto os cupcakes esfriam e espere esfriar para cobrir! Decore como preferir, eu usei raspas de chocolate e um pedacinho de banana! Esta pronto!!', 'Adicione o sal e o fermento, misturando novamente.', 'Distribua a massa nas forminhas, deixando um dedo de distancia do topo para nao transbordar.']",12 pessoas,10.0,https://www.daninoce.com.br/receitas/massa-para-cupcake-de-banana-vegano/,cupcake,25.0,30.0
1411,1411,1411,cookies-de-castanha-de-caju-veganos,"1 xicara (cha) de farinha de trigo, 2/3 xicara (cha) de acucar mascavo, 1 colher (cha) de extrato de baunilha*, 1 e  1/2  xicara (cha) de castanha de caju tostadas e sem sal, 1 colher (cha) de fermento em po,  1/4  xicara (cha) de acucar cristal,  1/2  xicara (cha) de pure de inhame,  1/2  xicara (cha) de margarina vegetal sem sal em temperatura ambiente e amolecida, 1 pitada de sal","['Pre-aqueca o forno a 180degC.', 'Em um processador triture 1 xicara das castanhas de caju ate virar uma farofinha. A outra  1/2  xicara pique em pedacos que fiquem aparentes nos cookies.', 'Asse por cerca de 20 minutos, ou ate que as bordas fiquem douradinhas.', 'Prepare o pure de inhame. Descasque um inhame de tamanho medio, pique em pedacos menores e cozinhe com o dobro de agua. Em seguida escorra e amasse com o garfo ate virar um pure uniforme.', 'Espere esfriar um pouco e com o auxilio de uma espatula retire-os com cuidado do papel manteiga.', 'Acrescente a farofa de castanhas de caju, a farinha de trigo, o fermento em po e uma pitada de sal e mexa novamente. Adicione as castanhas picadas, misture para envolve-las com a massa.', 'Em uma vasilha, coloque a margarina e os acucares e misture ate virar uma pasta.', 'Em seguida, com o auxilio de duas colheres coloque cerca de meia colher de sopa de massa para cada cookie em uma assadeira com papel manteiga. Deixe uma distancia de 2 dedos entre eles para nao correr o risco de grudarem uns nos outros.', 'Adicione a baunilha e o pure de inhame e misture bem.', 'Deixe na geladeira por 30 minutos.']",4 pessoas,20.0,https://www.daninoce.com.br/receitas/cookies-de-castanha-de-caju-veganos/,biscoito,20.0,30.0
1412,1412,1412,cookies-de-amendoas-veganos," 1/2  xicara (cha) de margarina vegetal sem sal em temperatura ambiente, 2/3 xicara (cha) de acucar mascavo, 1 colher (cha) de fermento em po, 1 xicara (cha) de residuos de leite de amendoas secos,  1/2  xicara (cha) de chocolate amargo picado em pedacos pequenos - opcional,  1/4  xicara (cha) de acucar cristal,  1/2  xicara (cha) de pure de inhame, 1 colher (cha) de essencia de baunilha, 1 e 1/2 xicara (cha) de farinha de trigo branca,  1/4  colher (cha) de sal","['Em uma vasilha, misture a margarina, o acucar cristal e o mascavo com o auxilio de uma colher, ate virar uma pasta uniforme.', 'Acrescente os residuos do leite de amendoas, a farinha de trigo, o sal e misture ate ficar uniforme.', 'Adicione a essencia de baunilha, o pure de inhame e misture bem.', 'Primeiramente, prepare o pure de inhame. Ferva 2 xicaras de agua e cozinhe 1 inhame medio picado em pedacos menores ate ele ficar bem macio. Escorra a agua e amasse com um garfo ate virar um pure. Para esta receita sera usada  1/2  xicara. Reserve.', 'Pre-aqueca o forno a 180oC.', 'Em seguida, com o auxilio de duas colheres, coloque cerca de meia colher de sopa de massa para cada cookie. Deixe uma distancia de 2 dedos entre eles, pois eles crescem e podem grudar uns nos outros.', 'Se quiser, adicione os pedacinhos de chocolate picados e mexa novamente.', 'Espere esfriar por cerca de 15 minutos e com o auxilio de uma espatula retire-os cuidadosamente do papel manteiga. Estao prontos para serem servidos!', 'Envolva a vasilha com plastico PVC e deixe na geladeira por 30 minutos.', 'Asse por cerca de 30 minutos, ou ate as bordas ficarem douradinhas.', 'Adicione o fermento em po e mexa novamente.', 'Forre as assadeiras a serem usadas com papel manteiga. Para facilitar a fixacao, unte-as com um pouco de oleo.']",5 pessoas,20.0,https://www.daninoce.com.br/receitas/cookies-de-amendoas-veganos/,biscoito,30.0,30.0
1413,1413,1413,cookies-vegan,"1 xicara (cha) de farinha de trigo, 1 colher (cha) de fermento em po,  1/2  xicara (cha) de pure de inhame, 1/3 xicara (cha) de acucar cristal, 1/3 xicara (cha) de acucar mascavo, 60 gramas de chocolate amargo picado, 1/2 xicara (cha) de margarina vegetal sem sal em temperatura ambiente, 1 colher (cha) de extrato de baunilha, 1 pitada de sal","['Peneire a farinha, o fermento e o sal sobre a mistura e mexa tudo delicadamente ate obter uma mistura homogenea. Em seguida acrescente o chocolate, picado em pedacos pequenos. (Se encontrar gotinhas de chocolate sem lactose pode usar tambem!).', 'Prepare o pure de inhame. Descasque um inhame pequeno, pique em pedacos menores e cozinhe em 2 xicaras de agua. Em seguida escorra e processe (ou amasse com o garfo mesmo) ate virar um pure uniforme. Use a quantidade de meia xicara para esta receita.', 'Asse por cerca de 20 minutos, ou ate que as bordas fiquem douradinhas.', 'Forre uma assadeira com papel manteiga e pre-aqueca o forno a 210oC.', 'Se tiver em casa uma grade de biscoitos, coloque os cookies para secar sobre ela, para deixa-los sequinhos. Espere esfriarem um pouquinho para comer.', 'Adicione o pure de inhame e o extrato de baunilha, misturando novamente', 'Espere esfriar um pouco e com o auxilio de uma espatula retire-os com cuidado do papel manteiga.', 'Utilize uma colher de sopa como referencia de tamanho para os cookies. Usei a quantidade de meia colher para cada cookie, como na receita original. Procure deixar um espaco de cerca de 3 dedos, para eles nao grudarem um no outro, pois eles se espalham bem enquanto assam.', 'Em uma vasilha, coloque a margarina e os dois tipos de acucar, e mexa ate virar uma pasta uniforme.', 'Coloque esta massa na geladeira (e tampe), e deixe descansar por no minimo 30 minutos antes de assar.']",5 pessoas,15.0,https://www.daninoce.com.br/receitas/cookies-vegan/,biscoito,20.0,60.0
1414,1414,1414,mousse-de-chocolate-vegan-e-como-fazer-leite-de-coco,"1/3 de xicara de cha de chia, 600 ml de leite de coco caseiro, 500 ml de agua, 500 gramas de coco fresco ralado, framboesas, 1/2 xicara de cha de cacau em po, mirtilos, 8 tamaras secas sem caroco, coco seco ralado","['Coe a mistura utilizando um pano fino, como um voil ou uma gaze.', 'Bata o coco ralado com a agua no liquidificador por cerca de 3 minutos.', 'Na hora de servir, decore com coco ralado, mirtilos e framboesa. Aproveite!', 'Reserve o liquido para fazer a mousse.', 'Transfira a mousse para potinhos e leve para gelar por 4 horas.', 'No liquidificador, bata as tamaras com o leite de coco, o cacau em po e a chia ate obter um creme homogeneo.', 'DICA: Com o coco que sobrar voce pode fazer outra receita ou mante-lo congelado para usa-lo outro dia!']",4 pessoas,40.0,https://www.daninoce.com.br/receitas/mousse-de-chocolate-vegan-e-como-fazer-leite-de-coco/,chocolate,0.0,240.0
1415,1415,1415,tortinha-funcional-de-pessego-sem-glutenleite-e-vegana,"4 tamaras secas, 4 colheres de sopa de coco ralado, 8 colheres de sopa de agua, 2 colheres de sopa de acucar de coco ou acucar mascavo, 4 pessegos pequenos cortado em fatias finas, 4 colheres de sopa de aveia em flocos (ou quinoa, ou amaranto), 4 colheres de sopa de farinha de linhaca, 4 colheres de cha de geleia de pessego ou laranja","['Arrume as fatias de pessego como uma flor, comecando pelas fatias maiores: posicione-as em circulo, comecando pelas extremidades e continue ate o centro.', 'Bata todos os ingredientes da massa em um processador.', 'Desenforme e sirva com canela!', 'Molde a massa no interior de forminhas de fundo removivel com 8 cm de diametro.', 'Adicione 1 colher de cha de geleia em cada base.']",4 pessoas,15.0,https://www.daninoce.com.br/receitas/tortinha-funcional-de-pessego-sem-glutenleite-e-vegana/,torta,0.0,0.0
